chlorides,total sulfur dioxide,density,pH,alcohol,quality
0.045296167247386776,0.3418181818181818,0.3767373811265547,0.2307692307692308,0.7272727272727273,8.0
0.05923344947735192,0.23636363636363636,0.1250914411119235,0.4175824175824176,0.8545454545454544,8.0
0.04181184668989549,0.3709090909090909,0.17556693489392572,0.5934065934065936,0.890909090909091,8.0
0.045296167247386776,0.3418181818181818,0.3306510607169051,0.3296703296703296,0.7454545454545454,7.0
0.034843205574912904,0.41454545454545455,0.588880760790053,0.2967032967032968,0.6363636363636364,8.0
0.11498257839721256,0.52,0.7644476956839787,0.7582417582417584,0.3454545454545455,5.0
0.04878048780487805,0.21454545454545454,0.4732991953182228,0.6043956043956044,0.5272727272727273,7.0
0.17073170731707318,0.6290909090909091,0.7951719092904227,0.1648351648351648,0.12727272727272715,5.0
0.09756097560975611,0.5490909090909091,0.3482077542062912,0.2087912087912088,0.5090909090909093,8.0
0.045296167247386776,0.5454545454545454,0.31236283833211476,0.6043956043956044,0.690909090909091,8.0
0.08362369337979095,0.12727272727272726,0.4440380395025631,0.5604395604395603,0.1454545454545456,5.0
0.05923344947735192,0.2581818181818182,0.5296269202633619,0.4505494505494504,0.5454545454545454,8.0
0.017421602787456452,0.5818181818181818,0.4659839063643099,0.4395604395604396,0.47272727272727266,8.0
0.034843205574912904,0.3890909090909091,0.5610826627651857,0.34065934065934084,0.39999999999999986,7.0
0.04878048780487805,0.28,0.1587417702999277,0.15384615384615402,0.7090909090909091,7.0
0.05226480836236934,0.1709090909090909,0.1514264813460148,0.5274725274725276,0.781818181818182,8.0
0.1358885017421603,0.730909090909091,0.8390636430139082,0.3186813186813188,0.10909090909090903,7.0
0.06968641114982581,0.3054545454545455,0.20994879297732608,0.3736263736263736,0.7454545454545454,8.0
0.09059233449477354,0.41818181818181815,0.26115581565472445,0.07692307692307677,0.5272727272727273,5.0
0.1672473867595819,0.5018181818181818,0.5801024140453641,0.34065934065934084,0.3818181818181818,5.0
0.1289198606271777,0.4290909090909091,0.8200438917337298,0.2307692307692308,0.10909090909090903,5.0
0.05923344947735192,0.44727272727272727,0.4001463057790857,0.34065934065934084,0.7636363636363636,8.0
0.14285714285714288,0.44727272727272727,0.667885881492327,0.38461538461538486,0.12727272727272715,5.0
0.09756097560975611,0.34545454545454546,0.4323335771762976,0.3186813186813188,0.5090909090909093,5.0
0.132404181184669,0.28363636363636363,0.4659839063643099,0.2637362637362636,0.4181818181818183,5.0
0.09059233449477354,0.2909090909090909,0.3233357717629922,0.3186813186813188,0.781818181818182,8.0
0.10801393728222998,0.29454545454545455,0.39209948792977667,0.10989010989011003,0.29090909090909084,5.0
0.045296167247386776,0.36363636363636365,0.35625457205560024,0.7692307692307692,0.4909090909090908,8.0
0.16027874564459932,0.64,0.5844915874177167,0.8131868131868132,0.12727272727272715,5.0
0.05923344947735192,0.4909090909090909,0.1733723482077616,0.5934065934065936,0.7636363636363636,7.0
0.08710801393728224,0.2545454545454545,0.6225310899780573,0.3736263736263736,0.2363636363636365,8.0
0.07665505226480838,0.10181818181818182,0.23920994879297766,0.3736263736263736,0.5090909090909093,5.0
0.09756097560975611,0.3690909090909091,0.9268471104608711,0.5604395604395603,0.10909090909090903,7.0
0.0662020905923345,0.5745454545454546,0.43672275054865023,0.3186813186813188,0.7090909090909091,8.0
0.06968641114982581,0.29818181818181816,0.6342355523043227,0.021978021978022004,0.2727272727272727,5.0
0.08710801393728224,0.3709090909090909,0.5903438185808373,0.5274725274725276,0.45454545454545453,8.0
0.08013937282229969,0.2690909090909091,0.3782004389173389,0.7032967032967037,0.5272727272727273,7.0
0.08362369337979095,0.2545454545454545,0.31236283833211476,0.08791208791208802,0.7272727272727273,7.0
0.11498257839721256,0.48727272727272725,0.7439648866130243,0.5494505494505496,0.18181818181818182,5.0
0.06271777003484322,0.16727272727272727,0.12874908558887996,0.12087912087912078,0.8181818181818182,8.0
0.1289198606271777,0.4690909090909091,0.6269202633504098,0.2307692307692308,0.5272727272727273,7.0
0.18815331010452965,0.3490909090909091,0.31236283833211476,0.5384615384615384,0.45454545454545453,7.0
0.11149825783972127,0.3381818181818182,0.30504754937820183,0.24175824175824157,0.43636363636363645,7.0
0.10801393728222998,0.37454545454545457,0.4674469641550941,0.2637362637362636,0.5818181818181817,8.0
0.1045296167247387,0.22545454545454546,0.6415508412582357,0.34065934065934084,0.43636363636363645,7.0
0.07665505226480838,0.38545454545454544,0.508412582297003,0.3736263736263736,0.8181818181818182,7.0
0.12195121951219515,0.44,0.7051938551572876,0.40659340659340687,0.3272727272727274,5.0
0.055749128919860634,0.2727272727272727,0.3964886613021293,0.40659340659340687,0.3454545454545455,8.0
0.07665505226480838,0.31272727272727274,0.25969275786393214,0.3736263736263736,0.5272727272727273,7.0
0.020905923344947744,0.38181818181818183,0.3650329188003055,0.36263736263736285,0.6363636363636364,7.0
0.11498257839721256,0.2690909090909091,0.4806144842721357,0.47252747252747235,0.39999999999999986,5.0
0.10801393728222998,0.6727272727272727,0.8756400877834727,0.36263736263736285,0.12727272727272715,5.0
0.1045296167247387,0.16363636363636364,0.13386978785662873,0.35164835164835156,0.8,8.0
0.06968641114982581,0.64,0.5171909290417002,0.4175824175824176,0.29090909090909084,5.0
0.1637630662020906,0.26181818181818184,0.39283101682517285,0.24175824175824157,0.18181818181818182,5.0
0.06271777003484322,0.49454545454545457,0.34162399414777445,0.7472527472527472,0.7272727272727273,8.0
0.4216027874564461,0.4218181818181818,0.40746159473299864,0.2967032967032968,0.1454545454545456,7.0
0.08710801393728224,0.31272727272727274,0.27578639356255025,0.49450549450549436,0.690909090909091,8.0
0.0662020905923345,0.2509090909090909,0.2538405267008116,0.8131868131868132,0.45454545454545453,8.0
0.08710801393728224,0.2545454545454545,0.6225310899780573,0.3736263736263736,0.2363636363636365,8.0
0.05226480836236934,0.2545454545454545,0.3021214337966416,0.2857142857142856,0.4909090909090908,7.0
0.16027874564459932,0.610909090909091,0.8098024871982484,0.2087912087912088,0.12727272727272715,5.0
0.08362369337979095,0.2509090909090909,0.22896854425750449,0.38461538461538486,0.7454545454545454,8.0
0.09059233449477354,0.5127272727272727,0.4879297732260486,0.21978021978021955,0.29090909090909084,5.0
0.12543554006968644,0.6981818181818182,0.6781272860278001,0.2967032967032968,0.054545454545454675,5.0
0.09059233449477354,0.32,0.748354059985377,0.3186813186813188,0.12727272727272715,5.0
0.11846689895470384,0.5418181818181819,0.3650329188003055,0.47252747252747235,0.37575757575758184,5.0
0.14634146341463414,0.6709090909090909,0.8683247988295679,0.3186813186813188,0.0727272727272728,8.0
0.11149825783972127,0.41818181818181815,0.2260424286759442,0.3296703296703296,0.6363636363636364,8.0
0.11498257839721256,0.28,0.20994879297732608,0.3076923076923076,0.781818181818182,8.0
0.09756097560975611,0.3381818181818182,0.35479151426481603,0.2087912087912088,0.36363636363636365,7.0
0.04181184668989549,0.3090909090909091,0.3116313094367267,0.15384615384615402,0.690909090909091,8.0
0.04878048780487805,0.1709090909090909,0.37088514996342603,0.49450549450549436,0.4181818181818183,7.0
0.1358885017421603,0.6327272727272727,0.6561814191660614,0.40659340659340687,0.1454545454545456,5.0
0.08710801393728224,0.36363636363636365,0.4732991953182228,0.4615384615384616,0.5090909090909093,8.0
0.09756097560975611,0.3690909090909091,0.9268471104608711,0.5604395604395603,0.10909090909090903,7.0
0.08013937282229969,0.4218181818181818,0.3664959765910734,0.3076923076923076,0.4181818181818183,7.0
0.09059233449477354,0.43272727272727274,0.4659839063643099,0.5164835164835164,0.19999999999999993,8.0
0.1045296167247387,0.3418181818181818,0.5025603511338825,0.49450549450549436,0.47272727272727266,8.0
0.0731707317073171,0.4618181818181818,0.39283101682517285,0.4395604395604396,0.690909090909091,8.0
0.06968641114982581,0.29454545454545455,0.2538405267008116,0.4505494505494504,0.7636363636363636,8.0
0.132404181184669,0.509090909090909,0.6686174103877232,0.2857142857142856,0.12727272727272715,5.0
0.132404181184669,0.4727272727272727,0.7132406730065803,0.4505494505494504,0.3272727272727274,7.0
0.0662020905923345,0.2109090909090909,0.24213606437454607,0.1428571428571428,0.4909090909090908,8.0
0.07665505226480838,0.36363636363636365,0.10460863204096903,0.38461538461538486,0.8545454545454544,8.0
0.16027874564459932,0.4581818181818182,0.31382589612290707,0.4175824175824176,0.6727272727272726,8.0
0.06271777003484322,0.31636363636363635,0.1704462326261932,0.34065934065934084,0.8181818181818182,8.0
0.0731707317073171,0.18545454545454546,0.2487198244330628,0.4615384615384616,0.5272727272727273,7.0
0.10104529616724739,0.4509090909090909,0.4586686174103889,0.2967032967032968,0.5454545454545454,7.0
0.08710801393728224,0.2545454545454545,0.6225310899780573,0.3736263736263736,0.2363636363636365,8.0
0.12195121951219515,0.3418181818181818,0.4294074615947373,0.6813186813186817,0.36363636363636365,8.0
0.04181184668989549,0.31636363636363635,0.2538405267008116,0.6923076923076924,0.4181818181818183,7.0
0.18466898954703836,0.5854545454545454,0.8390636430139082,0.24175824175824157,0.10909090909090903,7.0
0.055749128919860634,0.32727272727272727,0.13679590343819714,0.7912087912087912,0.781818181818182,8.0
0.1045296167247387,0.22181818181818183,0.3972201901975173,0.5934065934065936,0.39999999999999986,7.0
0.06271777003484322,0.31272727272727274,0.32553035844915634,0.2967032967032968,0.781818181818182,7.0
0.045296167247386776,0.3418181818181818,0.3767373811265547,0.2307692307692308,0.7272727272727273,8.0
0.07665505226480838,0.36363636363636365,0.10460863204096903,0.38461538461538486,0.8545454545454544,8.0
0.03832752613240419,0.28,0.2699341623994216,0.2307692307692308,0.7454545454545454,8.0
0.132404181184669,0.37454545454545457,0.7190929041697254,0.2527472527472528,0.19999999999999993,5.0
0.0731707317073171,0.4,0.1733723482077616,0.3736263736263736,0.7090909090909091,8.0
0.10801393728222998,0.24363636363636362,0.1704462326261932,0.4175824175824176,0.7090909090909091,8.0
0.05923344947735192,0.32727272727272727,0.33869787856621414,0.21978021978021955,0.8727272727272729,7.0
0.05226480836236934,0.28363636363636363,0.2918800292611684,0.08791208791208802,0.5454545454545454,7.0
0.06968641114982581,0.5527272727272727,0.28310168251646317,0.2637362637362636,0.7454545454545454,8.0
0.09756097560975611,0.21454545454545454,0.1894659839063716,0.2857142857142856,0.6727272727272726,7.0
0.0940766550522648,0.19272727272727272,0.3957571324067331,0.2087912087912088,0.5272727272727273,8.0
0.14982578397212545,0.4618181818181818,0.8002926115581714,0.09890109890109877,0.054545454545454675,8.0
0.04181184668989549,0.3709090909090909,0.17556693489392572,0.5934065934065936,0.890909090909091,8.0
1.0,0.6981818181818182,0.8902706656912984,0.09890109890109877,0.12727272727272715,5.0
0.1289198606271777,0.28,0.39283101682517285,0.5164835164835164,0.10909090909090903,5.0
0.06271777003484322,0.37454545454545457,0.6232626188734534,0.4175824175824176,0.39999999999999986,5.0
0.10801393728222998,0.37454545454545457,0.4674469641550941,0.2637362637362636,0.5818181818181817,8.0
0.06968641114982581,0.3018181818181818,0.1675201170446329,0.2857142857142856,0.6545454545454544,8.0
0.06968641114982581,0.2727272727272727,0.43306510607169374,0.3296703296703296,0.5272727272727273,7.0
0.034843205574912904,0.28363636363636363,0.20482809070958544,0.6593406593406597,0.7454545454545454,8.0
0.05923344947735192,0.5163636363636364,0.4586686174103889,0.6263736263736264,0.5818181818181817,8.0
0.1045296167247387,0.24727272727272728,0.37966349670813127,0.4175824175824176,0.3454545454545455,8.0
0.045296167247386776,0.3563636363636364,0.4294074615947373,0.1868131868131868,0.47272727272727266,8.0
0.1045296167247387,0.32727272727272727,0.741038771031464,0.2087912087912088,0.2727272727272727,7.0
0.11498257839721256,0.44727272727272727,0.595464520848586,0.40659340659340687,0.3272727272727274,5.0
0.14634146341463414,0.6145454545454545,0.7805413313825968,0.2747252747252748,0.1454545454545456,5.0
0.0662020905923345,0.19272727272727272,0.3782004389173389,0.1648351648351648,0.3454545454545455,7.0
0.08710801393728224,0.32,0.26115581565472445,0.6263736263736264,0.9454545454545453,7.0
0.08710801393728224,0.36727272727272725,0.7059253840526675,0.47252747252747235,0.3272727272727274,7.0
0.055749128919860634,0.26545454545454544,0.3357717629846457,0.40659340659340687,0.690909090909091,7.0
0.07665505226480838,0.22181818181818183,0.2911485003657722,0.4505494505494504,0.45454545454545453,5.0
0.0940766550522648,0.43272727272727274,0.21726408193123897,0.40659340659340687,0.5636363636363636,8.0
0.06968641114982581,0.3781818181818182,0.531821506949526,0.5604395604395603,0.19999999999999993,7.0
0.10801393728222998,0.5163636363636364,0.23555230431602123,0.5824175824175823,0.6000000000000001,8.0
0.1637630662020906,0.7654545454545455,0.6342355523043227,0.5164835164835164,0.18181818181818182,5.0
0.08362369337979095,0.2,0.11265544989027808,0.2637362637362636,0.781818181818182,7.0
0.034843205574912904,0.28,0.2538405267008116,0.6043956043956044,0.6727272727272726,7.0
0.1045296167247387,0.43272727272727274,0.531821506949526,0.5274725274725276,0.21818181818181806,5.0
0.14982578397212545,0.4618181818181818,0.8002926115581714,0.09890109890109877,0.054545454545454675,8.0
0.09756097560975611,0.64,0.8171177761521614,0.2307692307692308,0.1636363636363637,5.0
0.14634146341463414,0.509090909090909,0.8134601316752049,0.05494505494505477,0.03636363636363624,7.0
0.16027874564459932,0.5890909090909091,0.8376005852231159,0.36263736263736285,0.12727272727272715,5.0
0.045296167247386776,0.16,0.3306510607169051,0.4505494505494504,0.5454545454545454,7.0
0.07665505226480838,0.5054545454545455,0.619604974396497,0.13186813186813204,0.12727272727272715,5.0
0.055749128919860634,0.23272727272727273,0.22896854425750449,0.40659340659340687,0.7454545454545454,8.0
0.5574912891986062,0.4763636363636364,0.5896122896854492,0.36263736263736285,0.1636363636363637,5.0
0.11498257839721256,0.1781818181818182,0.21068032187272226,0.5164835164835164,0.5272727272727273,5.0
0.05226480836236934,0.23636363636363636,0.24945135332845897,0.3736263736263736,0.781818181818182,7.0
0.0940766550522648,0.36363636363636365,0.1806876371616745,0.24175824175824157,0.9090909090909091,7.0
0.11498257839721256,0.3709090909090909,0.34016093635698214,0.3296703296703296,0.47272727272727266,5.0
0.11846689895470384,0.2727272727272727,0.29041697147037604,0.47252747252747235,0.6363636363636364,8.0
0.08362369337979095,0.3527272727272727,0.32699341623994865,0.1648351648351648,0.7090909090909091,8.0
0.08013937282229969,0.34545454545454546,0.35625457205560024,0.35164835164835156,0.4909090909090908,8.0
0.11149825783972127,0.38181818181818183,0.9414776883686968,0.4615384615384616,0.054545454545454675,5.0
0.09059233449477354,0.43636363636363634,0.29773226042428896,0.5164835164835164,0.5454545454545454,8.0
0.14285714285714288,0.6436363636363637,0.8390636430139082,0.2967032967032968,0.09090909090909091,7.0
0.1045296167247387,0.22545454545454546,0.3452816386247309,0.5714285714285716,0.45454545454545453,7.0
0.1289198606271777,0.44,0.789319678127294,0.12087912087912078,0.09090909090909091,7.0
0.07665505226480838,0.49454545454545457,0.4952450621799615,0.19780219780219754,0.45454545454545453,5.0
0.15679442508710806,0.5345454545454545,0.531821506949526,0.40659340659340687,0.25454545454545463,5.0
0.09756097560975611,0.5527272727272727,0.6810534016093686,0.34065934065934084,0.10909090909090903,5.0
0.06968641114982581,0.32727272727272727,0.3343087051938616,0.49450549450549436,0.45454545454545453,8.0
0.034843205574912904,0.24,0.14118507681054163,0.4395604395604396,0.9454545454545453,7.0
0.12543554006968644,0.4581818181818182,0.9202633504023462,0.09890109890109877,0.09090909090909091,7.0
0.06968641114982581,0.26181818181818184,0.22896854425750449,0.2527472527472528,0.7090909090909091,7.0
0.1289198606271777,0.4290909090909091,0.7044623262618995,0.2747252747252748,0.1636363636363637,5.0
0.08013937282229969,0.2690909090909091,0.35625457205560024,0.4615384615384616,0.45454545454545453,7.0
0.07665505226480838,0.31636363636363635,0.5683979517190986,0.5494505494505496,0.36363636363636365,8.0
0.14634146341463414,0.6709090909090909,0.8683247988295679,0.3186813186813188,0.0727272727272728,8.0
0.13937282229965162,0.56,0.6035113386978789,0.2967032967032968,0.18181818181818182,5.0
0.0662020905923345,0.24,0.28310168251646317,0.6263736263736264,0.6000000000000001,7.0
0.06271777003484322,0.3090909090909091,0.347476225310895,0.3076923076923076,0.8,7.0
0.05226480836236934,0.38181818181818183,0.28895391367959183,0.5274725274725276,0.5454545454545454,7.0
0.07665505226480838,0.33090909090909093,0.1660570592538406,0.5604395604395603,0.6545454545454544,8.0
0.11846689895470384,0.5236363636363637,0.531821506949526,0.48351648351648363,0.36363636363636365,7.0
0.17073170731707318,0.6290909090909091,0.7951719092904227,0.1648351648351648,0.12727272727272715,5.0
0.06968641114982581,0.23636363636363636,0.2538405267008116,0.2087912087912088,0.5818181818181817,8.0
0.06271777003484322,0.2109090909090909,0.1616678858814961,0.2087912087912088,0.890909090909091,8.0
0.21254355400696864,0.6290909090909091,0.5508412582297044,0.3956043956043956,0.18181818181818182,5.0
0.0662020905923345,0.19636363636363635,0.3065106071689942,0.2747252747252748,0.4909090909090908,7.0
0.1358885017421603,0.4254545454545455,0.9853694220921743,0.47252747252747235,0.054545454545454675,8.0
0.07665505226480838,0.33090909090909093,0.1660570592538406,0.5604395604395603,0.6545454545454544,8.0
0.08362369337979095,0.610909090909091,0.6159473299195405,0.2747252747252748,0.29090909090909084,5.0
0.14982578397212545,0.4618181818181818,0.8002926115581714,0.09890109890109877,0.054545454545454675,8.0
0.05226480836236934,0.1709090909090909,0.1514264813460148,0.5274725274725276,0.781818181818182,8.0
0.06271777003484322,0.2109090909090909,0.1616678858814961,0.2087912087912088,0.890909090909091,8.0
0.04878048780487805,0.11272727272727273,0.19166057059254385,0.49450549450549436,0.6181818181818183,8.0
0.08362369337979095,0.43636363636363634,0.7959034381858189,0.19780219780219754,0.0727272727272728,5.0
0.08710801393728224,0.3090909090909091,0.506949524506227,0.2857142857142856,0.43636363636363645,7.0
0.09756097560975611,0.3709090909090909,0.39283101682517285,0.6373626373626377,0.39999999999999986,8.0
0.0731707317073171,0.29454545454545455,0.34162399414777445,0.3736263736263736,0.6727272727272726,7.0
0.1289198606271777,0.5054545454545455,0.7629846378932027,0.6923076923076924,0.21818181818181806,5.0
0.1358885017421603,0.5272727272727272,0.7212874908558895,0.2857142857142856,0.2363636363636365,5.0
0.024390243902439036,0.33090909090909093,0.15069495245062675,0.7692307692307692,0.8181818181818182,8.0
0.11846689895470384,0.5309090909090909,0.5698610095098827,0.3186813186813188,0.19999999999999993,5.0
0.12543554006968644,0.2909090909090909,0.5025603511338825,0.0,0.18181818181818182,5.0
0.07665505226480838,0.07636363636363637,0.38697878566204413,0.15384615384615402,0.3272727272727274,5.0
0.06968641114982581,0.44363636363636366,0.37088514996342603,0.6263736263736264,0.45454545454545453,8.0
0.10104529616724739,0.44,0.4001463057790857,0.5274725274725276,0.4181818181818183,7.0
